@relation Invistico_Airline

@attribute satisfaction {satisfied,dissatisfied}
@attribute 'Customer Type' {'Loyal Customer','disloyal Customer'}
@attribute Age numeric
@attribute 'Type of Travel' {'Personal Travel','Business travel'}
@attribute Class {Eco,Business,'Eco Plus'}
@attribute 'Flight Distance' numeric
@attribute 'Seat comfort' numeric
@attribute 'Departure/Arrival time convenient' numeric
@attribute 'Food and drink' numeric
@attribute 'Gate location' numeric
@attribute 'Inflight wifi service' numeric
@attribute 'Inflight entertainment' numeric
@attribute 'Online support' numeric
@attribute 'Ease of Online booking' numeric
@attribute 'On-board service' numeric
@attribute 'Leg room service' numeric
@attribute 'Baggage handling' numeric
@attribute 'Checkin service' numeric
@attribute Cleanliness numeric
@attribute 'Online boarding' numeric
@attribute 'Departure Delay in Minutes' numeric
@attribute 'Arrival Delay in Minutes' numeric

@data
dissatisfied,'Loyal Customer',42,'Business travel',Business,3904,5,1,1,1,5,4,4,5,5,4,5,3,5,4,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,388,1,1,1,1,3,5,5,5,5,4,5,4,5,4,4,0
dissatisfied,'Loyal Customer',38,'Business travel',Business,2703,5,3,3,3,1,4,3,5,5,4,5,1,5,3,7,12
satisfied,'Loyal Customer',39,'Business travel',Business,358,5,5,5,5,5,4,4,5,5,4,5,4,5,3,5,7
satisfied,'Loyal Customer',58,'Business travel',Business,2327,4,4,1,4,2,4,5,5,5,4,5,5,5,4,0,0
satisfied,'Loyal Customer',44,'Business travel',Business,342,4,3,4,4,5,4,5,5,5,4,5,5,5,4,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,2435,3,3,4,3,2,5,4,5,5,4,5,3,5,5,0,1
satisfied,'Loyal Customer',45,'Business travel',Business,376,2,2,2,2,4,5,5,5,5,4,5,4,5,5,0,0
dissatisfied,'Loyal Customer',33,'Business travel',Eco,1854,5,1,1,1,5,4,5,5,3,1,3,1,4,5,0,0
satisfied,'Loyal Customer',33,'Business travel',Eco,1912,5,4,2,2,5,4,5,5,2,4,4,2,4,5,49,37
satisfied,'Loyal Customer',40,'Business travel',Business,2886,1,1,5,1,4,5,4,5,5,4,5,4,5,5,14,0
satisfied,'Loyal Customer',56,'Business travel',Business,3149,4,4,3,4,3,5,4,5,5,4,5,4,5,3,0,2
dissatisfied,'Loyal Customer',42,'Business travel',Business,343,5,2,2,2,1,3,4,5,5,4,5,2,5,1,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,346,1,1,1,1,4,4,4,5,5,4,5,3,5,4,0,0
dissatisfied,'Loyal Customer',38,'Business travel',Business,3990,5,3,3,3,4,3,4,5,5,4,5,2,5,3,3,32
satisfied,'Loyal Customer',47,'Business travel',Business,343,4,4,4,4,4,5,5,5,5,4,5,5,5,4,85,82
satisfied,'Loyal Customer',49,'Business travel',Business,2531,1,1,1,1,5,5,4,5,5,4,5,3,5,4,15,0
dissatisfied,'Loyal Customer',32,'Business travel','Eco Plus',2615,5,4,3,4,5,4,5,5,2,5,4,1,4,5,16,4
dissatisfied,'Loyal Customer',32,'Business travel',Eco,2004,5,2,2,2,5,4,5,5,4,1,3,2,4,5,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,2558,4,4,4,4,2,5,4,5,5,4,5,3,5,5,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,3041,3,3,3,3,2,4,5,5,5,4,5,2,5,1,13,1
satisfied,'Loyal Customer',31,'Business travel',Eco,1190,5,5,4,5,5,4,5,5,5,2,4,2,2,5,0,2
satisfied,'Loyal Customer',31,'Business travel',Eco,1720,5,4,4,4,5,4,5,5,4,2,5,4,4,5,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,3955,4,4,4,4,4,3,2,5,5,4,5,1,5,3,0,0
satisfied,'Loyal Customer',57,'Business travel',Business,309,1,1,1,1,4,5,5,5,5,4,5,5,5,4,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,2318,4,4,5,4,5,5,5,5,5,4,5,3,5,3,0,0
satisfied,'Loyal Customer',33,'Business travel',Business,2261,2,2,2,2,4,4,3,5,5,4,5,5,5,1,0,0
dissatisfied,'Loyal Customer',30,'Business travel','Eco Plus',2735,5,1,1,1,5,4,5,5,1,2,4,3,3,5,0,0
satisfied,'Loyal Customer',30,'Business travel',Eco,1975,5,3,1,3,5,4,5,5,2,3,1,2,4,5,8,12
satisfied,'Loyal Customer',37,'Business travel',Business,2637,1,1,1,1,5,3,5,5,5,4,5,3,5,5,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,3037,1,1,1,1,1,4,4,5,5,4,5,1,5,5,0,0
satisfied,'Loyal Customer',55,'Business travel',Business,3686,2,2,3,2,3,4,4,5,5,4,5,4,5,4,0,3
satisfied,'Loyal Customer',29,'Business travel','Eco Plus',1836,5,1,1,1,5,4,5,5,5,4,5,2,1,5,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,3193,3,3,3,3,2,5,4,5,5,4,5,4,5,3,6,0
satisfied,'Loyal Customer',68,'Business travel',Business,3731,4,4,4,4,1,3,4,5,5,4,5,1,5,5,0,0
dissatisfied,'Loyal Customer',28,'Business travel',Eco,1675,5,3,3,3,5,4,5,5,2,2,3,2,3,5,2,1
satisfied,'Loyal Customer',35,'Business travel',Business,3995,4,4,4,4,5,3,4,5,5,4,5,3,5,1,0,0
satisfied,'Loyal Customer',54,'Business travel',Business,1576,1,1,1,1,3,4,5,5,5,4,5,3,5,3,6,1
dissatisfied,'Loyal Customer',53,'Business travel',Business,269,5,2,2,2,2,3,3,5,5,4,5,4,5,3,1,9
satisfied,'Loyal Customer',58,'Business travel',Business,237,4,4,4,4,2,5,4,5,5,4,5,4,5,5,106,92
satisfied,'Loyal Customer',29,'Business travel',Business,1890,4,4,4,4,5,4,5,5,4,5,5,4,5,5,3,32
dissatisfied,'Loyal Customer',27,'Business travel','Eco Plus',2076,5,5,5,5,5,4,5,5,3,3,3,4,3,5,0,0
satisfied,'Loyal Customer',27,'Business travel',Eco,1693,5,3,3,3,5,4,5,5,4,4,2,5,3,5,0,0
satisfied,'Loyal Customer',56,'Business travel',Business,1878,1,1,1,1,4,4,5,5,5,4,5,5,5,4,0,0
dissatisfied,'Loyal Customer',53,'Business travel',Business,245,5,3,4,3,3,3,3,5,5,4,5,1,5,1,6,0
satisfied,'Loyal Customer',32,'Business travel',Business,3187,1,1,1,1,5,4,5,5,2,2,5,5,1,5,0,0
satisfied,'Loyal Customer',37,'Business travel',Business,228,3,3,3,3,5,5,5,5,5,4,5,5,5,4,0,0
satisfied,'Loyal Customer',40,'Business travel',Business,269,4,4,4,4,5,4,4,5,5,4,5,3,5,4,0,0
satisfied,'Loyal Customer',58,'Business travel',Business,1545,2,2,4,2,5,5,4,5,5,4,5,5,5,4,0,0
satisfied,'Loyal Customer',58,'Business travel',Business,238,5,5,5,5,3,5,5,5,5,4,5,4,5,4,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,237,4,4,4,4,3,4,5,5,5,4,5,4,5,3,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,1829,5,5,5,5,5,4,4,5,5,4,5,3,5,5,61,75
satisfied,'Loyal Customer',46,'Business travel',Business,2135,3,3,3,3,3,5,4,5,5,4,5,3,5,3,0,0
satisfied,'Loyal Customer',28,'Business travel',Business,2069,5,5,5,5,5,4,5,5,5,4,4,5,4,5,10,7
satisfied,'Loyal Customer',22,'Business travel',Eco,1206,5,1,5,5,5,4,5,5,5,5,1,1,1,5,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,2378,2,2,2,2,1,2,1,5,5,4,5,5,5,4,0,0
satisfied,'Loyal Customer',55,'Business travel',Business,1993,2,2,2,2,5,5,5,5,5,4,5,3,5,4,0,0
satisfied,'Loyal Customer',58,'Business travel',Business,1525,2,2,4,2,2,5,1,5,5,4,5,1,5,2,0,2
satisfied,'Loyal Customer',40,'Business travel',Business,3044,5,5,5,5,4,5,5,5,5,4,5,5,5,4,9,56
satisfied,'Loyal Customer',58,'Business travel',Business,3087,4,4,4,4,4,5,5,5,5,4,5,5,5,4,11,40
satisfied,'Loyal Customer',46,'Business travel',Business,1768,2,2,2,2,3,1,4,5,5,4,5,4,5,4,0,0
satisfied,'Loyal Customer',58,'Business travel',Business,3351,3,3,5,3,5,5,5,5,5,4,5,3,5,5,0,4
satisfied,'Loyal Customer',16,'Business travel',Eco,2112,5,3,3,3,5,4,5,5,5,3,5,2,5,5,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,3426,2,2,5,2,3,4,4,5,5,4,5,3,5,4,0,0
satisfied,'Loyal Customer',35,'Business travel',Business,115,1,1,5,1,1,5,2,5,5,4,5,5,5,2,1,0
satisfied,'Loyal Customer',52,'Business travel',Business,2696,5,3,5,5,4,1,2,5,5,4,5,5,5,1,0,0
satisfied,'Loyal Customer',79,'Business travel',Eco,1470,4,1,1,1,5,4,5,5,4,3,4,3,5,5,0,0
satisfied,'Loyal Customer',72,'Business travel',Eco,2407,4,3,3,3,3,4,5,5,5,4,5,1,5,4,0,0
satisfied,'Loyal Customer',69,'Business travel',Eco,1921,4,1,3,3,5,4,5,5,3,5,3,5,1,5,0,0
satisfied,'Loyal Customer',69,'Business travel',Eco,390,4,3,5,3,3,2,4,5,5,4,5,4,5,4,0,0
satisfied,'Loyal Customer',54,'Business travel',Business,2515,3,3,3,3,4,4,5,5,5,4,5,3,5,5,0,0
satisfied,'Loyal Customer',50,'Business travel',Business,2475,2,2,2,2,4,5,5,5,2,5,4,5,5,5,10,16
satisfied,'Loyal Customer',25,'Business travel',Business,3821,1,1,5,1,4,5,5,4,3,5,5,5,5,5,103,99
satisfied,'Loyal Customer',50,'Business travel',Business,2381,3,3,3,3,2,4,5,5,5,4,5,4,5,4,0,0
satisfied,'Loyal Customer',28,'Business travel',Business,3726,3,3,3,3,5,4,5,5,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,2361,1,1,1,1,5,5,5,5,5,4,5,4,5,4,24,39
satisfied,'Loyal Customer',47,'Business travel',Business,2315,2,2,2,2,5,5,5,5,5,4,5,5,5,5,4,0
satisfied,'Loyal Customer',25,'Business travel',Business,3681,3,3,3,3,5,4,5,5,3,4,4,2,4,5,0,0
satisfied,'Loyal Customer',45,'Business travel',Business,2183,1,1,1,1,5,4,5,5,5,4,5,3,5,3,0,0
satisfied,'Loyal Customer',31,'Business travel',Business,3830,1,1,1,1,4,5,5,4,3,4,5,5,3,5,171,194
satisfied,'Loyal Customer',34,'Business travel',Business,1875,2,2,2,2,3,3,5,5,5,4,5,3,5,3,13,0
satisfied,'Loyal Customer',27,'Business travel',Business,3623,1,1,4,1,4,5,5,4,3,5,4,5,4,5,859,860
satisfied,'Loyal Customer',40,'Business travel',Business,1749,5,5,5,5,4,4,5,5,5,4,5,5,5,5,1,5
satisfied,'Loyal Customer',53,'Business travel',Business,1682,1,1,1,1,4,4,4,5,5,4,5,1,5,5,4,0
satisfied,'Loyal Customer',24,'Business travel',Business,2836,5,5,5,5,5,4,5,5,5,2,5,5,4,5,4,0
satisfied,'Loyal Customer',41,'Business travel',Business,1599,3,3,3,3,3,5,5,5,5,4,5,4,5,4,0,0
satisfied,'Loyal Customer',26,'Business travel',Business,3193,3,3,3,3,5,4,5,5,3,5,5,3,5,5,0,0
satisfied,'Loyal Customer',57,'Business travel',Eco,1211,4,2,2,2,5,4,5,5,3,2,3,3,2,5,0,0
satisfied,'Loyal Customer',27,'Business travel',Business,3247,5,5,5,5,5,4,5,5,3,2,5,4,4,5,72,76
satisfied,'Loyal Customer',56,'Business travel','Eco Plus',3125,4,1,1,1,5,4,5,5,4,5,3,4,3,5,0,0
satisfied,'Loyal Customer',56,'Business travel',Eco,1830,4,2,2,2,5,4,5,5,1,1,2,3,2,5,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,1457,3,3,3,3,2,5,5,5,5,4,5,3,5,4,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,1378,4,4,4,4,5,5,4,5,5,4,5,4,5,4,0,4
satisfied,'Loyal Customer',43,'Business travel',Business,1345,3,3,3,3,5,5,5,5,5,4,5,2,5,2,35,20
satisfied,'Loyal Customer',52,'Business travel',Business,3789,1,1,1,1,4,4,4,5,5,4,5,3,5,5,0,0
satisfied,'Loyal Customer',35,'Business travel',Business,2779,1,1,1,1,2,5,4,5,5,4,5,3,5,5,0,0
satisfied,'Loyal Customer',55,'Business travel',Eco,2516,4,2,2,2,5,4,5,5,1,3,2,2,3,5,0,0
satisfied,'Loyal Customer',45,'Business travel',Business,1275,2,2,2,2,4,5,4,5,5,4,5,5,5,4,4,0
satisfied,'Loyal Customer',46,'Business travel',Business,3687,4,4,4,4,2,4,4,5,5,4,5,4,5,5,3,0
satisfied,'Loyal Customer',39,'Business travel',Business,3112,4,4,4,4,4,5,5,5,5,4,5,4,5,4,15,4
satisfied,'Loyal Customer',39,'Business travel',Business,2443,3,3,3,3,3,3,1,5,5,4,5,3,5,3,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,2456,3,3,2,3,3,4,5,5,5,4,5,3,5,4,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,3790,3,3,3,3,5,5,5,5,5,4,5,5,5,5,0,0
satisfied,'Loyal Customer',24,'Business travel',Business,2430,3,3,3,3,5,4,5,5,4,2,5,4,4,5,0,0
satisfied,'Loyal Customer',59,'Business travel',Business,1170,5,5,5,5,2,5,4,5,5,4,5,4,5,3,0,0
satisfied,'Loyal Customer',23,'Business travel',Business,2577,1,1,3,1,5,4,5,5,4,4,5,4,5,5,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,1559,3,3,3,3,4,5,5,5,5,4,5,4,5,5,0,0
satisfied,'Loyal Customer',30,'Business travel',Business,2366,4,4,4,4,5,4,5,5,3,4,4,4,5,5,0,18
satisfied,'Loyal Customer',26,'Business travel',Business,4193,5,5,5,5,5,4,5,5,3,4,4,3,5,5,27,43
satisfied,'Loyal Customer',54,'Business travel',Eco,2298,4,3,3,3,5,4,5,5,2,4,3,4,4,5,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,1092,5,5,5,5,1,4,5,5,5,4,5,2,5,4,0,21
satisfied,'Loyal Customer',50,'Business travel',Business,1102,3,3,3,3,3,5,4,5,5,4,5,3,5,4,111,107
satisfied,'Loyal Customer',43,'Business travel',Business,1079,1,1,4,1,5,4,5,5,5,4,5,5,5,5,1,12
satisfied,'Loyal Customer',29,'Business travel',Business,5534,2,2,2,2,5,4,5,5,2,1,1,2,4,5,88,75
satisfied,'Loyal Customer',50,'Business travel',Business,1857,3,3,3,3,4,2,3,5,5,4,5,3,5,2,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,1023,2,2,2,2,4,4,5,5,5,4,5,5,5,4,0,0
satisfied,'Loyal Customer',13,'Business travel',Business,2803,1,1,1,1,5,4,5,5,3,5,3,2,4,5,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,3527,4,4,4,4,5,4,5,5,5,4,5,4,5,5,3,0
satisfied,'Loyal Customer',53,'Business travel',Business,953,4,4,4,4,5,2,4,5,5,4,5,4,5,3,8,0
satisfied,'Loyal Customer',72,'Business travel',Business,935,3,3,4,3,2,4,4,5,5,4,5,3,5,4,4,0
satisfied,'Loyal Customer',49,'Business travel','Eco Plus',1410,4,2,2,2,5,4,5,5,5,1,5,1,4,5,0,0
satisfied,'Loyal Customer',40,'Business travel',Business,904,1,1,1,1,3,5,5,5,5,4,5,4,5,5,0,2
satisfied,'Loyal Customer',44,'Business travel',Business,895,5,5,5,5,4,5,4,5,5,4,5,5,5,3,0,0
satisfied,'Loyal Customer',32,'Business travel',Business,2229,2,2,2,2,5,4,5,5,5,5,4,2,2,5,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,894,1,1,1,1,2,4,5,5,5,4,5,5,5,3,0,0
satisfied,'Loyal Customer',49,'Business travel',Eco,2492,4,1,1,1,5,4,5,5,4,3,5,1,4,5,0,0
satisfied,'Loyal Customer',26,'Business travel',Business,4134,5,5,5,5,5,4,5,5,4,2,4,5,5,5,4,0
satisfied,'Loyal Customer',48,'Business travel',Business,2228,3,3,3,3,4,4,4,5,5,4,5,3,5,5,3,0
satisfied,'Loyal Customer',31,'Business travel',Business,3519,2,4,2,2,5,4,5,5,2,1,5,3,1,5,0,0
satisfied,'Loyal Customer',26,'Business travel',Business,2341,2,2,4,2,5,4,5,5,4,2,3,1,3,5,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,834,4,4,4,4,2,5,2,5,5,4,5,4,5,3,0,0
satisfied,'Loyal Customer',40,'Business travel',Business,2388,1,1,1,1,4,5,5,4,3,5,4,5,3,5,247,286
satisfied,'Loyal Customer',34,'Business travel',Business,1805,4,4,4,4,5,5,1,5,5,4,5,2,5,4,0,0
satisfied,'Loyal Customer',59,'Business travel',Business,793,1,1,1,1,5,4,4,5,5,4,5,3,5,3,16,51
satisfied,'Loyal Customer',39,'Business travel',Business,786,4,2,4,4,5,5,5,5,5,4,5,3,5,3,0,0
satisfied,'Loyal Customer',46,'Business travel','Eco Plus',947,4,3,2,3,1,1,1,5,5,4,5,1,5,2,0,0
satisfied,'Loyal Customer',22,'Business travel',Business,4771,3,3,3,3,5,4,5,5,5,4,4,5,4,5,0,0
satisfied,'Loyal Customer',44,'Business travel',Business,771,4,4,4,4,5,4,5,5,5,4,5,5,5,3,0,0
satisfied,'Loyal Customer',23,'Business travel',Business,1799,3,3,3,3,5,4,5,5,4,4,4,4,3,5,6,2
satisfied,'Loyal Customer',19,'Business travel',Business,5146,5,5,5,5,5,4,5,5,5,3,4,4,4,5,10,1
satisfied,'Loyal Customer',51,'Business travel',Business,1757,3,3,4,3,4,4,4,5,5,4,5,4,5,3,112,129
satisfied,'Loyal Customer',45,'Business travel',Eco,586,4,1,1,1,1,2,5,5,5,4,5,1,5,2,10,0
satisfied,'Loyal Customer',44,'Business travel',Eco,1248,4,3,4,4,5,4,5,5,5,5,2,1,2,5,0,0
satisfied,'Loyal Customer',47,'Business travel',Business,3692,5,3,5,5,5,4,4,5,5,4,5,3,5,5,8,4
satisfied,'Loyal Customer',43,'Business travel',Business,2352,5,5,5,5,3,5,4,5,5,4,5,3,5,4,0,0
satisfied,'Loyal Customer',57,'Business travel',Business,651,3,3,3,3,3,5,5,5,5,4,5,5,5,3,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,649,2,2,2,2,2,5,4,5,5,4,5,4,5,5,66,78
satisfied,'Loyal Customer',12,'Business travel',Business,1796,1,1,1,1,5,4,5,5,5,3,4,3,5,5,0,0
satisfied,'Loyal Customer',49,'Business travel',Business,1808,5,5,5,5,4,2,4,5,5,4,5,3,5,1,2,0
satisfied,'Loyal Customer',29,'Business travel',Business,3566,1,1,2,1,5,4,5,5,2,1,2,3,4,5,0,0
satisfied,'Loyal Customer',30,'Business travel',Business,1633,1,1,1,1,5,4,5,5,5,4,5,3,5,5,14,7
satisfied,'Loyal Customer',20,'Business travel',Business,4184,3,3,3,3,5,4,5,5,3,2,4,4,5,5,0,0
satisfied,'Loyal Customer',34,'Business travel',Business,621,4,4,5,4,4,5,5,5,5,4,5,5,5,5,0,0
satisfied,'Loyal Customer',47,'Business travel',Business,620,3,3,2,3,3,5,4,5,5,4,5,4,5,4,0,0
satisfied,'Loyal Customer',43,'Business travel',Eco,1537,4,3,3,3,5,4,5,5,3,1,4,2,3,5,0,0
satisfied,'Loyal Customer',30,'Business travel',Business,4275,4,4,4,4,5,4,5,5,3,1,4,1,2,5,60,?
satisfied,'Loyal Customer',23,'Business travel',Business,5168,3,3,3,3,5,4,5,5,4,2,5,3,5,5,0,0
satisfied,'Loyal Customer',23,'Business travel',Business,3988,3,3,5,3,5,4,5,5,5,5,5,3,5,5,4,0
satisfied,'Loyal Customer',41,'Business travel',Eco,3916,4,4,4,4,4,5,5,1,4,3,3,5,3,5,0,0
satisfied,'Loyal Customer',41,'Business travel','Eco Plus',2912,4,1,1,1,5,4,5,5,4,3,4,2,1,5,0,0
satisfied,'Loyal Customer',41,'Business travel',Eco,2709,4,2,2,2,5,4,5,5,4,1,2,1,1,5,29,94
satisfied,'Loyal Customer',51,'Business travel',Business,3222,5,1,5,5,3,5,5,5,5,4,5,3,5,4,5,22
satisfied,'Loyal Customer',54,'Business travel',Business,3364,1,1,1,1,3,5,5,5,5,4,5,4,5,4,0,0
satisfied,'Loyal Customer',57,'Business travel',Business,2328,2,2,2,2,3,5,4,5,5,4,5,3,5,3,0,0
satisfied,'Loyal Customer',37,'Business travel',Business,463,2,2,2,2,2,1,2,5,5,4,5,5,5,1,0,0
satisfied,'Loyal Customer',36,'Business travel',Business,3566,4,4,4,4,2,4,1,5,5,4,5,3,5,1,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,3032,3,3,3,3,3,4,4,5,5,4,5,4,5,5,30,44
satisfied,'Loyal Customer',38,'Business travel',Eco,2510,5,3,3,3,5,4,5,5,3,1,3,2,4,5,10,9
satisfied,'Loyal Customer',51,'Business travel',Business,457,2,2,4,2,2,5,5,5,5,4,5,4,5,5,14,0
satisfied,'Loyal Customer',46,'Business travel',Business,3317,5,5,5,5,4,4,5,5,5,4,5,5,5,4,0,0
satisfied,'Loyal Customer',48,'Business travel',Business,2893,5,5,2,5,4,4,5,5,5,4,5,4,5,4,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,430,5,5,1,5,2,5,5,5,5,4,5,3,5,3,0,8
satisfied,'Loyal Customer',39,'Business travel',Business,449,1,1,1,1,4,4,5,5,5,4,5,3,5,3,0,0
satisfied,'Loyal Customer',30,'Business travel',Business,4135,1,1,1,1,5,4,5,5,5,1,4,1,5,5,0,0
satisfied,'Loyal Customer',61,'Business travel',Business,405,4,4,4,4,3,5,4,5,5,4,5,5,5,3,0,16
satisfied,'Loyal Customer',35,'Business travel',Business,2108,2,2,2,2,4,4,4,5,5,4,5,5,5,4,0,0
satisfied,'Loyal Customer',58,'Business travel',Business,2545,3,5,3,3,5,5,4,5,5,4,5,5,5,5,0,0
satisfied,'Loyal Customer',47,'Business travel',Business,3737,2,2,2,2,5,5,5,5,5,4,5,5,5,5,0,0
satisfied,'Loyal Customer',45,'Business travel',Business,3795,5,5,5,5,3,5,5,5,5,4,5,4,5,5,1,0
satisfied,'Loyal Customer',36,'Business travel',Business,1738,4,4,5,4,5,2,1,5,5,4,5,2,5,1,0,0
satisfied,'Loyal Customer',55,'Business travel',Business,412,2,3,2,2,1,2,1,5,5,4,5,1,5,1,11,0
satisfied,'Loyal Customer',36,'Business travel',Business,416,2,2,2,2,2,5,4,5,5,4,5,5,5,3,14,11
satisfied,'Loyal Customer',73,'Business travel',Business,1998,1,1,1,1,4,4,4,5,5,4,5,3,5,4,0,0
satisfied,'Loyal Customer',58,'Business travel',Business,416,4,4,4,4,2,4,4,5,5,4,5,4,5,5,58,50
satisfied,'Loyal Customer',54,'Business travel',Business,377,4,1,4,4,4,3,3,5,5,4,5,4,5,1,70,58
satisfied,'Loyal Customer',48,'Business travel',Business,420,5,5,5,5,5,4,5,5,5,4,5,4,5,5,26,18
satisfied,'Loyal Customer',29,'Business travel',Business,4101,2,2,2,2,5,4,5,5,2,3,2,3,4,5,0,0
satisfied,'Loyal Customer',48,'Business travel',Business,404,5,5,5,5,4,4,5,5,5,4,5,4,5,5,14,20
satisfied,'Loyal Customer',56,'Business travel',Business,3501,1,1,1,1,4,5,4,5,5,4,5,5,5,3,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,393,2,2,2,2,5,5,4,5,5,4,5,3,5,5,11,1
satisfied,'Loyal Customer',34,'Business travel','Eco Plus',2704,5,4,4,4,5,4,5,5,1,2,1,2,4,5,0,0
satisfied,'Loyal Customer',34,'Business travel','Eco Plus',1692,5,5,5,5,5,4,5,5,2,5,5,4,3,5,11,21
satisfied,'Loyal Customer',42,'Business travel',Business,3597,3,3,3,3,5,5,4,5,5,4,5,5,5,5,0,0
satisfied,'Loyal Customer',33,'Business travel',Eco,1188,5,5,5,5,5,4,5,5,2,2,4,5,5,5,3,0
satisfied,'Loyal Customer',70,'Business travel',Business,2480,3,3,3,3,5,4,5,5,5,4,5,3,5,5,0,7
satisfied,'Loyal Customer',32,'Business travel',Eco,1569,5,5,5,5,5,4,5,5,4,1,1,4,5,5,0,2
satisfied,'Loyal Customer',43,'Business travel',Business,335,2,2,2,2,4,3,2,5,5,4,5,4,5,4,0,0
satisfied,'Loyal Customer',38,'Business travel',Business,307,2,3,2,2,2,1,2,5,5,4,5,5,5,4,0,0
satisfied,'Loyal Customer',52,'Business travel',Business,1989,4,4,4,4,4,5,5,4,2,5,5,5,4,5,151,225
satisfied,'Loyal Customer',39,'Business travel',Business,336,2,2,2,2,3,4,5,5,5,4,5,3,5,5,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,3564,2,2,2,2,4,2,4,5,5,4,5,3,5,3,1,21
satisfied,'Loyal Customer',30,'Business travel','Eco Plus',1757,5,2,2,2,5,4,5,5,5,1,2,4,3,5,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,1541,1,5,1,1,3,5,5,5,5,4,5,5,5,4,0,0
satisfied,'Loyal Customer',57,'Business travel',Business,1942,5,5,5,5,5,5,5,5,5,4,5,4,5,4,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,2029,3,3,3,3,5,1,2,5,5,4,5,1,5,1,33,26
satisfied,'Loyal Customer',48,'Business travel',Business,251,4,4,5,4,5,5,5,5,5,4,5,3,5,4,3,0
satisfied,'Loyal Customer',27,'Business travel',Business,1769,3,3,3,3,5,4,5,5,4,3,3,3,5,5,12,31
satisfied,'Loyal Customer',59,'Business travel',Business,261,1,1,1,1,2,5,5,5,5,4,5,4,5,5,9,6
satisfied,'Loyal Customer',31,'Business travel',Business,3241,3,3,3,3,5,4,5,5,4,2,4,4,5,5,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,2801,4,4,4,4,2,5,2,5,5,4,5,3,5,3,0,0
satisfied,'Loyal Customer',54,'Business travel',Business,1908,5,5,5,5,2,4,4,5,5,4,5,3,5,4,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,96,5,5,5,5,3,4,4,5,5,4,5,4,5,4,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,56,1,1,1,1,1,1,2,5,5,4,5,5,5,5,77,80
satisfied,'Loyal Customer',39,'Business travel',Business,2066,2,2,2,2,2,4,5,5,5,4,5,5,5,3,7,0
satisfied,'Loyal Customer',50,'Business travel',Business,6763,5,4,5,5,5,1,5,3,2,4,3,5,5,5,0,0
satisfied,'Loyal Customer',80,'Business travel','Eco Plus',1998,5,1,1,1,3,5,3,3,5,2,2,2,2,3,0,0
satisfied,'Loyal Customer',60,'Business travel',Eco,504,5,1,2,1,3,1,4,3,3,5,3,1,3,1,0,0
satisfied,'Loyal Customer',33,'Business travel',Business,2720,5,5,4,5,3,5,3,3,4,2,1,1,3,3,0,0
satisfied,'Loyal Customer',56,'Business travel','Eco Plus',1552,5,4,4,4,1,2,5,3,3,5,3,2,3,4,0,3
satisfied,'Loyal Customer',27,'Business travel',Business,3353,4,4,4,4,3,5,3,3,1,2,3,4,4,3,5,4
satisfied,'Loyal Customer',36,'Business travel',Business,3646,5,5,5,5,4,4,4,3,3,5,3,1,3,5,0,0
satisfied,'Loyal Customer',48,'Business travel',Eco,1619,5,4,4,4,3,5,3,3,3,1,2,2,1,3,0,0
satisfied,'Loyal Customer',48,'Business travel',Eco,277,5,1,1,1,2,1,2,3,3,5,3,2,3,4,0,0
satisfied,'Loyal Customer',34,'Business travel',Business,1788,3,3,3,3,2,5,5,3,3,5,3,3,3,2,50,72
satisfied,'Loyal Customer',48,'Business travel',Eco,2908,5,2,2,2,5,3,3,2,5,5,5,3,4,3,410,397
